rxnID,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
EX_asp_L(e),0.4116087895385581,0.991068235107101,0.3307875649309511,0.9330592690900847,0.9701757053951613
EX_atp(e),0.0,4.967611175138099e-05,0.0,0.0038843751011556,0.0
EX_bhb(e),0.1070981733255483,0.0334022175416284,0.0326871911820599,0.1412941443045349,0.8588917224275887
EX_biomass(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_btn(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_but(e),0.0047450904069469,0.7866311648054682,0.0024942987457239356,0.3567636681448871,0.0107797950493659
EX_butso3(e),0.29947204690719564,0.1735087231252232,0.29536852274166964,0.4505875117340496,0.8730522670909174
EX_bz(e),0.1016672690707222,0.033253189206374295,0.0304581591283415,0.1290907325284044,0.0670651817884047
EX_bzam(e),0.1016672690707222,0.033253189206374295,0.0304581591283415,0.1290907325284044,0.0670651817884047
EX_ca2(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_cbl1(e),0.9873062653111027,0.9966816357350072,0.9943502153807167,0.9884439840740618,0.9783058818024422
EX_cbl2(e),0.9873062653111027,0.9966816357350072,0.9943502153807167,0.9884439840740618,0.9783058818024422
EX_cd2(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_cdp(e),0.0,4.967611175138099e-05,0.0,0.0038843751011556,0.0
EX_cellb(e),0.9988940479390055,0.9993939514366326,0.9991725262891167,0.9858220308807816,0.9999239623789242
EX_cgly(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_chol(e),0.2853356317364991,0.1676469419385604,0.28919612314709225,0.434467355064254,0.8705137803565579
EX_cholate(e),0.0951211450002008,0.0276099829114175,0.0274808374509058,0.1144757712103065,0.0646495250573206
EX_chols(e),0.2733586034111516,0.1618547073083495,0.2839897694159382,0.4076489819700256,0.0762715829862898
EX_chor(e),0.39891505484966133,0.987749870842109,0.32513778031166823,0.9215032531641469,0.9484815871976039
EX_chsterol(e),0.000682724596312,0.0005563724516154,0.0006215950842518,0.009969896092966,7.603762107528894e-05
EX_chtbs(e),0.0221622907418218,0.7974605571672693,0.0098505004434308,0.38401903343799554,0.8073616115296428
EX_cit(e),0.119248199738649,0.8202519572388026,0.038293424553401394,0.4995630078011197,0.86979434748023
EX_cl(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_cmp(e),0.01191215404244,0.7868497396971742,0.0054834980362345,0.3579451655714885,0.0109026250526413
EX_co2(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_coa(e),0.012594878638752,0.7874061121487896,0.0061050931204863,0.3679150616644545,0.01097866267371659
EX_cobalt2(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_core2(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_core3(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_core4(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_core5(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_core6(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_core7(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_core8(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_crn(e),0.2733586034111516,0.1618547073083495,0.2839897694159382,0.4076489819700256,0.0762715829862898
EX_cro4(e),0.9873062653111027,0.9966816357350072,0.9943502153807167,0.9884439840740618,0.9783058818024422
EX_csn(e),0.125059081936219,0.825338791082144,0.04060955910300243,0.5038843751011552,0.8721339665902388
EX_ctbt(e),0.0065461240705214,0.0056432062949568,0.0029773216774357,0.0146149613180979,0.0024156567310841
EX_ctp(e),0.0,4.967611175138099e-05,0.0,0.0038843751011556,0.0
EX_cu2(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_cys_L(e),0.3993382823143433,0.987749870842109,0.32534365893829936,0.9218269510892433,0.9484815871976039
EX_cytd(e),0.3993382823143433,0.987749870842109,0.32534365893829936,0.9218269510892433,0.9484815871976039
